store_id,sku,product_name,price,expiry_date
STR00031,e913fbaf-b407-48e2-a81a-dabd65e3d58e,Container - Hngd Cll Blk 7x7x3,$115.57,03/25/2023
STR00031,18f522de-c298-47bb-b237-167b93e0492a,Pimento - Canned,$738.46,02/24/2023
STR00031,edb6bcd6-607c-47fb-b946-8432c69c9527,"Coconut - Creamed, Pure",$217.94,12/05/2023
STR00032,083e953c-a08d-4aa0-8418-d3711b29feb0,Truffle Cups - Red,$384.59,07/22/2023
STR00031,45e30449-c5f5-46ac-aa3f-45e9af7c77a1,Sprouts - Brussel,$673.02,12/09/2023
STR00031,be3d216e-5426-4430-b841-f53bc68bbfe4,"Bread - Rolls, Corn",$612.67,07/11/2023
STR00031,e21cb05b-3ea9-4be1-b8d3-b89a5cc3db14,Icecream - Dstk Strw Chseck,$731.16,03/07/2023
STR00032,722b91ec-b3b9-4d8f-b005-6562901d2b33,"Wine - White, Gewurtzraminer",$214.61,05/26/2023
STR00034,73cc6a6e-245e-4da8-8f3e-20e01b70c426,Wine - Ruffino Chianti,$931.76,02/07/2024
STR00032,f009afe1-95de-4c92-84db-bf3904ea8865,Table Cloth 54x72 White,$291.66,12/15/2023
STR00031,085d5048-c40c-47d6-ba12-830b1d9af5f8,Soup - Boston Clam Chowder,$116.75,02/17/2023
STR00032,85660ef0-30a0-454b-9848-8e470be04444,"Beef - Kindney, Whole",$936.41,02/26/2024
STR00031,4b06747d-1864-4394-aa28-908fbcff142b,Beans - French,$750.91,11/28/2023
STR00031,41e2faaf-3563-418d-a769-b6484895443c,Wine - Balbach Riverside,$154.46,07/30/2023
STR00032,45da0036-1ff0-44bc-a908-25042ee811df,Cocoa Butter,$321.85,09/23/2023
STR00031,4391dbf2-3b51-4cf6-bc33-df7cba892ce1,"Wine - Red, Colio Cabernet",$25.65,03/10/2023
STR00033,1fb81025-95f8-4957-b57e-08177c173c3c,Bread Base - Gold Formel,$586.00,02/14/2024
STR00031,92da6b53-f84e-440c-a5c1-0622defe66e0,Sausage - Andouille,$628.87,07/02/2023
STR00031,af4d0d49-55ef-46b5-aa7c-8f67c379db42,Shrimp - 100 / 200 Cold Water,$597.35,09/02/2023
STR00034,79e2c0a9-0f6c-40f1-a7ea-6ed4e38ef063,Crab - Meat Combo,$884.26,11/14/2023
STR00031,8850c128-1e03-4640-a5fd-c1e4ef146240,Wine - Sauvignon Blanc,$889.45,03/10/2024
STR00031,da49aa8c-ba01-496b-97d4-0d91368fcdcc,Sauce - Balsamic Viniagrette,$933.52,02/12/2024
STR00036,01248529-dfca-43b5-a62c-832cc015766e,"Artichoke - Bottom, Canned",$342.53,02/25/2023
STR00036,e70064b6-a18b-4025-888f-8b1ceec807a9,Hot Chocolate - Individual,$859.87,10/07/2023
STR00031,00e6f571-38fe-4f96-86e7-a6e789f3cd9d,Poppy Seed,$954.58,01/16/2024
STR00032,5a15eff1-57c5-4b20-b870-c6f67db75f44,Herb Du Provence - Primerba,$793.45,06/22/2023
STR00035,6f68edb6-6ca7-46db-a00c-0e1dd7976b6e,Bread Bowl Plain,$41.44,07/09/2023
STR00031,65c0d4bb-fe9c-4e50-8517-6e7975e14cd8,Longos - Chicken Cordon Bleu,$418.93,01/01/2024
STR00031,70ea5d8a-c3ed-4986-b363-780dd6a9d364,Squash - Guords,$497.34,12/27/2023
STR00031,3af2f35e-535e-404e-a40e-d8398d4a2bd8,Veal - Provimi Inside,$383.32,05/18/2023
STR00031,68d6cf68-9097-43a6-be19-d2b2639a67c7,Mix - Cocktail Strawberry Daiquiri,$679.73,07/19/2023
STR00032,59dc4654-5785-4264-a353-b59b7f19accc,Cream - 35%,$820.24,11/08/2023
STR00031,4775362e-57e3-4222-88c1-bba1945320b0,Cucumber - English,$555.07,02/15/2024
STR00031,0fe6fccb-fe1f-46ee-8dd5-005fadf52746,Tea - Herbal - 6 Asst,$171.75,08/29/2023
STR00031,9deb40b8-ac6e-4be1-b265-c506419b093c,"Wine - Red, Marechal Foch",$524.61,04/01/2023
STR00031,a508cc71-ba2c-4fa6-912b-343fe520fee7,Cleaner - Pine Sol,$584.11,07/04/2023
STR00032,5805155e-798e-4f87-8dad-a89a31df2751,"Trout - Rainbow, Fresh",$804.88,03/22/2023
STR00034,c97aeee8-423e-41db-b81a-7c0d8e0f4fbd,Cheese - Bocconcini,$838.73,09/02/2023
STR00033,337bb672-29c3-463c-9e14-3a67e86d44fe,"Asparagus - White, Fresh",$545.38,10/26/2023
STR00037,c4f760e4-ce59-4668-a099-4c3548420a5d,"Soup - Knorr, Classic Can. Chili",$476.03,08/31/2023
STR00032,01d49e08-6250-432f-b558-d95dbb274a59,Honey - Lavender,$619.35,01/21/2024
STR00031,667888db-ff9a-46dc-b39e-a6c1016d9d70,Coffee - Flavoured,$805.72,08/10/2023
STR00032,a007bc5a-bb69-4c03-9d0c-4a364653987e,Tomatoes Tear Drop,$438.03,01/30/2024
STR00033,c4c9ee75-7f68-49b4-853a-f4cfa4e8eee1,Wine - Cava Aria Estate Brut,$132.51,12/05/2023
STR00031,5fa612a0-59dd-4a50-99bb-90dd7b316e2f,Veal - Knuckle,$327.93,09/04/2023
STR00031,157dec0f-2802-4969-9203-9d89ae43511c,Sprouts Dikon,$157.39,07/28/2023
STR00031,bdd63e88-2a2d-4b29-a03e-c1855bbeee28,"Lamb - Whole, Fresh",$811.14,12/28/2023
STR00031,992948dd-2927-44c0-9d21-25504de6b524,Cheese - Grana Padano,$532.82,08/25/2023
STR00031,c3cc1ee9-651c-46d8-b0bf-8cc2e552c0ef,Sauerkraut,$105.76,04/29/2023
STR00033,62d032ae-1196-4d7e-a162-82969ec42769,Swordfish Loin Portions,$855.70,10/05/2023
STR00032,cb501f12-1d21-4ae4-889c-83eb9c17b99d,Flour - Strong Pizza,$897.07,03/28/2023
STR00032,63ebe05b-3c90-48c9-bb92-d429738fc868,Mustard - Dijon,$524.66,04/01/2023
STR00031,a99f824f-614a-4f69-bd98-f211b9c2bfbe,Table Cloth - 53x69 Colour,$34.88,01/26/2024
STR00031,2888d9d1-6e2b-4bf9-8412-690fa73ad67b,Relish,$596.46,09/25/2023
STR00033,d1d28746-ee33-4d96-ae25-8b745432ddb6,Jam - Apricot,$793.86,08/28/2023
STR00031,c3b52cf8-8e10-4e82-b65d-37aa861c069a,Dome Lid Clear P92008h,$243.68,10/16/2023
STR00032,1b12ff27-4327-4150-ac5f-bd0263347850,Lamb Leg - Bone - In Nz,$436.78,04/19/2023
STR00031,7032d24d-2490-4fcb-82e2-55f5633bd809,Wine - Savigny - Les - Beaune,$239.60,03/10/2023
STR00034,9c9f3c64-8d04-4c03-a5c3-65f77385636f,Tea - Green,$550.41,03/05/2024
STR00031,a638c05c-2a87-4b34-9263-cefcbdc19208,Soup - Boston Clam Chowder,$210.88,02/14/2024
STR00031,c505ea10-db3f-427e-9f54-762c4fc662e3,Food Colouring - Pink,$482.97,02/16/2023
STR00032,e6029de8-72ec-4f48-b02e-84a77f05ac2f,Corn Kernels - Frozen,$534.13,08/26/2023
STR00032,a91e0023-17dd-4d33-b359-a44ec481700e,Leeks - Large,$447.56,08/26/2023
STR00031,273f8c67-67aa-4d3f-8cd0-adb314f835b4,Gingerale - Diet - Schweppes,$496.13,09/10/2023
STR00031,8443d475-902c-4db4-bebe-6935efd20462,Oil - Olive Bertolli,$369.45,11/26/2023
STR00031,979163ed-d923-435a-98f6-1b4a978a7d2b,Sole - Fillet,$568.91,01/01/2024
STR00032,45bb069c-c3c1-45d5-a6d8-63e148102119,"Cheese - Cheddar, Mild",$924.94,01/13/2024
STR00034,28236e05-9538-4619-b4ee-dde34d4c5695,Glycerine,$53.52,09/20/2023
STR00035,7ae15b49-37a1-4622-8537-a0e245830b23,Celery Root,$635.16,04/29/2023
STR00032,44505945-fd38-4a8d-a111-1ef49451d1ce,Barley - Pearl,$388.71,06/06/2023
STR00031,2c41113a-961d-4db1-b1bc-059628fd1b2f,Cheese - Camembert,$686.24,03/29/2023
STR00031,553fbf7a-2540-4dba-89ad-7197c662a20b,Mints - Striped Red,$978.31,08/28/2023
STR00031,45ec3eba-e7ba-4826-92eb-927f1323d089,Parsley - Fresh,$992.79,07/25/2023
STR00032,40f0fe7b-ca34-46e3-9f41-fa620eeeccf7,Melon - Cantaloupe,$426.44,10/03/2023
STR00031,917e907a-3720-475a-aed4-c337f8d6ff17,Danishes - Mini Raspberry,$743.51,12/29/2023
STR00031,ec80aa20-cc75-4923-b5c7-507a8c4947b4,Muffin Batt - Choc Chk,$315.85,02/24/2024
STR00031,10cecca5-a16e-444d-9591-631067b64ac8,Raisin - Dark,$188.55,10/02/2023
STR00031,f2ba28ab-f5e9-498a-bd5d-7a129e5fd57d,Lamb - Loin Chops,$551.38,10/21/2023
STR00031,fba4274f-2381-46ae-a0d9-57bcaf9f758b,Latex Rubber Gloves Size 9,$652.66,07/07/2023
STR00033,a8f8f143-e053-46fe-9423-c7b79f7b663e,Wine - Black Tower Qr,$202.44,10/31/2023
STR00031,0fb7aca4-0f3b-4cfe-860e-569b47623cd5,Soup Campbells,$347.57,04/14/2023
STR00031,9c9cc7f9-1cf9-4371-84c1-95c6eb6e0b15,Dc Hikiage Hira Huba,$141.87,02/16/2024
STR00036,37713e75-c515-49b0-a8cd-6d9af111b3ed,Ginger - Ground,$580.53,09/10/2023
STR00032,1a0f02f3-cf06-4d0c-9f24-4af4f2a0e5cc,Wine - Chateauneuf Du Pape,$118.24,01/01/2024
STR00031,6a26a4e6-1661-4091-ae3e-2e085b192b04,Napkin Colour,$828.23,07/06/2023
STR00036,eb129af4-380d-4436-916b-0e893945b1b7,Mini - Vol Au Vents,$496.12,05/03/2023
STR00034,d2e77ea6-6ff0-4561-abc3-a25231cc614e,Red Cod Fillets - 225g,$138.46,02/23/2024
STR00031,c531cfe9-c702-4e32-a290-9b86657311ce,Tomato Paste,$255.72,06/20/2023
STR00031,1d6bd5f3-c9d4-4c07-adb3-4d314d66a3d7,Jameson - Irish Whiskey,$972.49,03/20/2023
STR00032,e4ddcbe6-7c25-4042-96fa-4de1eb95a287,Pork Ham Prager,$195.09,08/25/2023
STR00031,02be312c-4c3b-442f-9f56-befe02ab76b7,Lamb - Bones,$414.84,12/22/2023
STR00031,13a994ac-be9e-4d7f-bb41-ac2934ff04fe,Lettuce - Treviso,$217.53,11/25/2023
STR00033,a1acdbe3-b38a-4d1e-82c1-52bd2d7a2c81,Pail With Metal Handle 16l White,$61.48,06/02/2023
STR00031,2db20095-915b-44c7-842a-75b01f02ea5e,Puree - Mocha,$514.34,03/03/2023
STR00032,e2ff4f36-02e2-4fe8-957b-365db60e1117,Crab - Meat,$353.36,08/31/2023
STR00031,4f831cea-2c3c-492a-a039-f69aba7fd1ee,Towel - Roll White,$826.51,09/27/2023
STR00033,815022e8-91cf-4ef1-be1a-3d44bfde0c64,Beef Striploin Aaa,$420.45,01/15/2024
STR00033,e76e2126-6ff2-4fba-b273-82d9a53fe560,Beef - Tenderloin - Aa,$582.58,06/10/2023
STR00031,0cad2e76-9765-4610-802d-c7ec6b377bd4,Bagel - Whole White Sesame,$323.12,07/29/2023
STR00031,8f834a4a-a9c6-4d85-bcc9-72369699146d,Cleaner - Bleach,$557.89,01/03/2024
STR00034,1db02dab-5d91-4ef3-9ca0-c83090ac84ad,Duck - Fat,$95.03,09/14/2023
STR00031,bb2c9266-501a-4944-9ba7-c994c20739c3,Bread - Multigrain,$605.74,10/24/2023
STR00032,4ca1568b-0a57-49f1-a6cc-fadbf2115f60,Pie Shells 10,$982.43,03/10/2024
STR00031,db76e98e-3887-4962-9e23-6a3498f17311,Veal - Eye Of Round,$234.78,12/22/2023
STR00031,47032258-0a96-4a40-a8f0-b47db4c6f636,Containter - 3oz Microwave Rect.,$366.38,11/12/2023
STR00031,4a211501-fd48-4346-9804-20dffec44ff4,Truffle - Whole Black Peeled,$342.15,03/18/2023
STR00031,80664dd0-998a-4e07-8be3-d9c4f8cdc882,Pork Casing,$934.76,12/16/2023
STR00032,e03a1567-5de6-4e8b-a93a-0b9f3c9d8829,Lumpfish Black,$393.85,03/08/2023
STR00032,07a51c89-774a-4421-a06c-14b4d1c824d7,Tuna - Bluefin,$273.27,03/21/2023
STR00032,50af1c50-0844-4f96-bb5a-6aadbb6e11b2,Wine - Charddonnay Errazuriz,$969.23,03/01/2023
STR00031,c5a9ce20-d96b-4d49-9f77-1308c1cbe966,Glaze - Clear,$559.66,12/05/2023
STR00031,8f921799-59b3-48f1-a809-59d8679210bd,Yokaline,$630.60,05/12/2023
STR00031,6af0ec73-4fb4-4dd2-9af0-c7b87036f088,Puff Pastry - Sheets,$637.38,01/05/2024
STR00032,59e68d19-a6b6-4acf-a10b-84511b0cd004,"Fish - Base, Bouillion",$907.93,04/02/2023
STR00031,53703f5c-31a9-4fb9-bea9-7c0d89e90b21,Wine - Black Tower Qr,$639.34,11/02/2023
STR00031,a7ef2aab-0793-4242-8f1c-92703af93473,Kellogs Raisan Bran Bars,$758.48,02/06/2024
STR00032,e27ce82d-bce0-4b72-bc09-8200e34f94b5,Orange - Blood,$80.29,03/09/2024
STR00035,3b7dd0f6-97a1-4536-a44d-29c8ddda49bf,Wine - Kwv Chenin Blanc South,$518.81,08/23/2023
STR00032,0181eebe-0497-4c86-804b-25e9b21ed81c,"Cake Circle, Foil, Scallop",$192.54,04/26/2023
STR00031,127d2d69-618d-4ac4-b581-d877da52f5cb,Food Colouring - Green,$656.00,09/28/2023
STR00032,324dfd1e-d28b-48c9-950c-6164d0281fdc,Pumpkin - Seed,$412.77,01/27/2024
STR00031,e3b5332c-b1fb-4ec7-96ee-6b7adeb88036,Pepper - Orange,$703.30,05/31/2023
STR00031,6b695985-a423-41d4-ba26-7854525ea732,Sachet,$416.25,12/28/2023
STR00031,23d3ac94-6c1b-4d72-95b9-3f375caa1b1d,Pepper - Cayenne,$235.59,04/17/2023
STR00032,c079c280-eea7-492e-9252-8bc53d27204b,"Chicken - Breast, 5 - 7 Oz",$916.78,10/09/2023
STR00031,87252aa6-f267-491f-8765-a374150fa0ca,Wine - Ruffino Chianti,$818.85,02/19/2023
STR00031,42dd6606-92e5-44b2-b778-2a9dbb68d766,Kellogs Special K Cereal,$883.08,05/11/2023
STR00033,bd763834-63c5-4a00-b2d7-0463e2d1e01b,Wine - Fat Bastard Merlot,$384.78,02/05/2024
STR00032,1806dedc-b465-41a9-9ee3-9780c03c529a,Pepper - Jalapeno,$762.90,10/03/2023
STR00031,cb2f419d-2ac3-4863-9dc1-b739920afd0e,"Artichoke - Bottom, Canned",$173.89,01/16/2024
STR00031,ae4ecd3e-15fb-4d18-8fb7-664fbfa75490,Walkers Special Old Whiskey,$774.13,05/19/2023
STR00031,a7991085-7c7f-466c-9a9f-e59f3bd84d27,Cheese - Roquefort Pappillon,$164.81,07/19/2023
STR00034,8acf3e35-b7eb-4ee7-8fe4-319703144ecd,Pail For Lid 1537,$68.49,05/05/2023
STR00033,7f4648f4-87e4-47d5-a7d9-bfb576107c8e,Wine - Vovray Sec Domaine Huet,$508.92,12/29/2023
STR00032,0fd0211c-7acc-419c-845b-f05839e22851,Oil - Grapeseed Oil,$554.58,05/14/2023
STR00032,cc90e289-c3fc-4e33-82ad-d6e66a103840,Cookies Oatmeal Raisin,$36.83,07/15/2023
STR00031,0a77ecfc-06d1-4af5-8e5e-0ef202ef558f,Dates,$954.47,08/21/2023
STR00032,d6dfe574-5ee6-4603-8422-79c59c6c6706,Butter - Pod,$10.61,02/21/2024
STR00035,18756044-ecc3-40bb-aaeb-b2d7944499ba,Island Oasis - Sweet And Sour Mix,$860.88,12/09/2023
STR00031,ab3d588f-9216-4bcd-bfa5-f22704451ef5,"Chilli Paste, Sambal Oelek",$72.57,08/23/2023
STR00031,2f364a0d-1996-45ef-b6a0-4cde7e754991,"Beans - Black Bean, Dry",$609.37,10/26/2023
STR00031,32f51e1f-3ff7-499a-b167-ee0b21295ea9,Kale - Red,$542.49,12/23/2023
STR00032,fb69ab95-666e-4efe-b49b-66f7c806242c,Capicola - Hot,$779.11,07/31/2023
STR00032,f188e23d-2ffd-4694-86f2-6974669a6c01,Cheese - Roquefort Pappillon,$985.83,07/07/2023
STR00032,99a2d7e3-f2c6-4720-a7f7-3560a41450e8,Yogurt - French Vanilla,$811.98,02/08/2024
STR00031,902bd5dc-0bd2-4888-be07-93922aba3e17,Sausage - Breakfast,$681.47,03/07/2024
STR00031,3b156fb8-56fa-488b-a2a5-03db1d7ef7c9,Cactus Pads,$389.12,04/18/2023
STR00034,5eafa5c4-ba08-4475-a785-09309644271b,Chinese Foods - Chicken Wing,$950.38,09/03/2023
STR00033,2c495ab5-9fb8-464b-85f3-8fde59b83658,Bread - Crusty Italian Poly,$144.54,07/22/2023
STR00031,072340e9-b70a-4234-9353-30deed363ec2,Beer - Blue,$633.62,04/08/2023
STR00034,b7643722-b317-4313-a0b3-6b9e39bbf9ed,Nestea - Iced Tea,$793.47,02/27/2024
STR00031,6ebb78dc-94c0-4d0b-b54b-22352f4fcca1,"Nut - Almond, Blanched, Whole",$615.98,06/23/2023
STR00031,34beb9dc-9484-4faa-bc85-060af03c958d,"Beef - Rib Roast, Capless",$145.55,02/19/2023
STR00031,b1318504-30b8-4d51-81a8-652ed0aaab9a,"Crab - Back Fin Meat, Canned",$929.13,04/08/2023
STR00031,711df632-bd54-4884-b0fc-92ca4d2d46af,Scampi Tail,$580.82,07/06/2023
STR00032,4e33d221-1506-44d1-986e-52c4691d11b3,"Crab - Claws, Snow 16 - 24",$619.47,04/26/2023
STR00031,064a3b0a-794b-4d90-80c5-49f5975a1bfd,Oil - Macadamia,$614.30,10/29/2023
STR00031,03b48acd-cce6-46a1-acb8-8921e96dff84,Compound - Mocha,$778.41,02/16/2024
STR00031,3980adeb-c67b-4c11-878f-b2cd3466583d,V8 Splash Strawberry Kiwi,$498.43,06/16/2023
STR00034,3e254b55-8577-4a34-9482-d9c6b0930010,Chips - Assorted,$888.05,03/19/2023
STR00031,02cf7d85-decb-4b6a-8cf2-317b0a8b3ef1,Bread - French Stick,$604.27,10/31/2023
STR00031,801bb180-7f87-460c-89a7-0d9abdf2c0bb,Pants Custom Dry Clean,$194.93,02/13/2024
STR00032,83c6fd33-407b-4089-b673-97f442aec5d9,"Salmon - Atlantic, No Skin",$419.88,08/10/2023
STR00031,f624e790-b57b-44be-a15a-56aa1f6b0c58,Cherries - Frozen,$101.23,01/08/2024
STR00035,9dc8be85-d025-47f4-b531-b4a15cfb7bac,Pike - Frozen Fillet,$315.18,02/04/2024
STR00031,ac1ab6b7-782b-4180-adbe-c6691a9b22b4,Containter - 3oz Microwave Rect.,$539.52,08/09/2023
STR00033,7e9ee840-a3f1-4e10-ad21-5a906b947426,Pasta - Fusili Tri - Coloured,$158.02,11/02/2023
STR00032,cf2b8a2a-0b4c-4a7e-93f2-5aa434d119db,Muffin Mix - Blueberry,$389.28,05/27/2023
STR00031,44934459-488c-41d7-9f28-8ef367810415,Chips Potato Swt Chilli Sour,$469.36,04/04/2023
STR00031,e26e8c7b-d774-46b7-b424-29333f8aac77,Cheese - Perron Cheddar,$309.46,02/04/2024
STR00031,bbb38529-0b27-4172-ae60-502cc86b9ee0,Ketchup - Tomato,$702.18,04/19/2023
STR00031,9ec8b3ca-507f-4e96-97d8-11c494a28ff5,Lettuce - Belgian Endive,$713.60,05/03/2023
STR00032,27f6b61c-bdbb-4c6b-907e-dedd39146cdb,Eel - Smoked,$205.02,03/18/2023
STR00032,3c2d1339-f27c-4058-a213-21d237877ab7,Rice - Aborio,$71.36,12/20/2023
STR00032,e6d53524-59e1-4157-ad0f-6657965b3adb,Seabream Whole Farmed,$220.13,08/18/2023
STR00031,9105962c-9555-4c80-bc69-94fb65d84b02,"Sugar - Brown, Individual",$740.10,12/10/2023
STR00032,28e953fb-5f33-47ca-b976-c88ff6d4f44e,Pancetta,$985.30,07/11/2023
STR00031,61ab6775-3f01-443f-a765-c2fb9cb72edb,Potatoes - Mini White 3 Oz,$132.01,10/08/2023
STR00031,a32746fe-36ce-4aa1-8100-716feb1b5c76,Wine - Fino Tio Pepe Gonzalez,$196.27,03/05/2024
STR00031,3e935ad6-d180-4a34-b635-203488ede343,Versatainer Nc - 8288,$726.49,10/28/2023
STR00032,dfc10ad3-ac59-4d81-a939-dcafc90e8cec,Puree - Mango,$938.34,03/16/2023
STR00031,94ebc39f-02c8-4ca8-955e-ac044da913d9,"Coconut - Shredded, Sweet",$757.42,02/07/2024
STR00031,651eab71-9203-47de-8451-2eb61962cf9d,Venison - Racks Frenched,$179.40,04/22/2023
STR00031,ead899b4-34f9-409b-bd5b-d518ea4df4b3,Bread - Focaccia Quarter,$115.11,02/09/2024
STR00031,5cc5f068-8a09-4921-acb6-6d0ada85b58e,"Oil - Shortening,liqud, Fry",$652.79,04/15/2023
STR00034,6103d926-6bb3-4dab-b514-7d3977ed4150,Sponge Cake Mix - Chocolate,$841.59,09/24/2023
STR00032,b650aea3-ad0a-4636-bf36-17f87adc7cb7,"Juice - Clamato, 341 Ml",$618.45,08/04/2023
STR00032,6acffd88-4af9-419b-b601-299cc9008c2b,Gloves - Goldtouch Disposable,$850.74,04/02/2023
STR00031,e03051dd-11ca-4cb4-9a61-5244007bb442,Gherkin,$94.92,09/19/2023
STR00031,979090fc-6e46-455c-872d-7aed35c3ca87,Passion Fruit,$536.96,10/01/2023
STR00032,cee5c6e3-4357-40e7-924c-7b3ec3bc6466,Cheese - Parmigiano Reggiano,$389.86,06/04/2023
STR00036,7608d530-bfb5-42f7-94ce-242c05d962cb,"Beef - Rib Roast, Cap On",$178.94,10/30/2023
STR00033,d065e34c-09e1-4f71-87af-da3bab369e0a,"Beef - Rib Roast, Capless",$375.09,12/12/2023
STR00032,6d9fcc2f-f72f-4fef-a9a1-6128a0f38e76,Cheese - Brick With Onion,$260.93,04/26/2023
STR00031,0fe7973a-2af1-4863-99a4-3943cef53b6d,Vector Energy Bar,$171.30,02/27/2023
STR00031,841186dd-59ff-4c26-8516-474a1e305b69,Sausage - Chorizo,$660.79,05/04/2023
STR00032,97b3373d-2339-4817-afb8-63eeb4b8700d,Sobe - Orange Carrot,$751.27,12/17/2023
STR00031,40a3fc58-fd67-49f1-8466-abc0b48f2774,Melon - Cantaloupe,$324.66,09/26/2023
STR00035,c148772f-1c1c-4b73-b647-49fa91751da0,Fudge - Chocolate Fudge,$554.65,08/08/2023
STR00032,bd3fceaa-ff3c-477b-8e53-c085e491013b,Beer - Sleeman Fine Porter,$899.64,02/03/2024
STR00035,84a5a96c-cf8c-4131-a25b-216ad492bfee,Veal - Loin,$793.67,04/13/2023
STR00031,16c05fe3-1f91-420a-a3a1-d4c84fbed07d,Milk - 1%,$120.93,07/01/2023
STR00031,00bc9a52-d4db-441b-b5a6-0c6baf766596,"Trout - Hot Smkd, Dbl Fillet",$986.45,04/14/2023
STR00031,61df4e8f-ac69-4778-9bb3-bd8cbd2be364,Pastry - Trippleberry Muffin - Mini,$887.34,12/26/2023
STR00032,c2308a2b-4738-4f36-b1c5-770005a4f380,Beef - Shank,$330.16,03/04/2024
STR00031,c9b1692a-fe31-4a14-9145-a612640cee3a,Beef Striploin Aaa,$536.80,12/11/2023
STR00033,7094426c-5a88-4a7c-9027-feee9c3d0b60,Bread - 10 Grain Parisian,$607.56,06/10/2023
STR00032,00aafefd-06f1-4527-b246-78bf468d7f51,Beets - Golden,$822.61,11/20/2023
STR00033,8fb1465e-e47d-4bfb-a8ab-22b547671171,"Croissant, Raw - Mini",$221.71,03/13/2023
STR00031,1f3109a7-7f21-40cc-856e-781f1bfe555d,Pur Source,$495.22,01/22/2024
STR00031,2a4a0d7a-9787-4bd1-8310-cf6f60bef8df,Pastry - Baked Scones - Mini,$854.48,01/02/2024
STR00036,73232c60-4045-45ca-9dfe-3dd7d1df3be1,"Wine - Bourgogne 2002, La",$831.59,05/05/2023
STR00032,f1c18595-7d38-444a-af75-e4fededdfd3b,Pork Loin Bine - In Frenched,$551.58,01/29/2024
STR00031,e74cbe05-e34d-4070-95f3-8f15e696b08e,Cheese - Swiss Sliced,$359.85,02/03/2024
STR00031,6adb8184-adeb-4f9c-b9fd-553b8dda05a2,"Turkey - Breast, Boneless Sk On",$170.75,03/03/2023
STR00031,03df80ca-b5b8-4c42-8430-5f0e5a36516e,Cumin - Whole,$280.51,01/11/2024
STR00034,fc2dafe8-e754-4541-8b54-3eaa7981e170,Cookie Dough - Chunky,$707.23,04/12/2023
STR00033,2ef25942-4fa5-4ccb-8a45-9a6ba622a43b,Sesame Seed Black,$641.48,04/19/2023
STR00031,22a67f70-b146-40f0-8c56-3b1e61b462a0,"Wine - White, Riesling, Semi - Dry",$701.11,03/27/2023
STR00032,58c0ee7b-867a-4797-9693-dc6e113ae804,"Pork - Back, Short Cut, Boneless",$395.99,04/28/2023
STR00031,58f4a768-7a23-40ed-ad1a-6518a3de4a16,"Nut - Chestnuts, Whole",$176.06,11/11/2023
STR00032,0a16bfa8-bac1-4ce2-802e-1fd70949c778,Sugar - Palm,$325.23,10/12/2023
